"person_id","loan_id","cb_id","person_age","person_income","person_home_ownership","person_emp_length","loan_intent","loan_grade","loan_amnt","loan_int_rate","loan_status","loan_percent_income","cb_person_default_on_file","cb_person_cred_hist_length"
"5GliNI6X-APt4",DSF0kyqw-ICnQ,rPGe52Oi-ZaYW,23,25000,Rent,0.0,Personal,A,2500,6.91,0,0.1,N,2
GL4hbqKs-aIMm,"7cLq6P9y-KwK4","9SXwdUC7-D0Sl",39,31200,Rent,2.0,Education,B,6400,11.49,0,0.21,N,16
fQFMo1cB-6FUM,"5FBWylnt-Shf1",nJgKMOXr-Loyd,24,70000,Mortgage,2.0,Personal,E,12000,17.56,0,0.17,Y,3
"7fN1hndW-vhor","0jSvndce-nbHz",ne6oEmgy-wWXy,24,35556,Own,9.0,"",A,4200,13.48,1,0.35,"",4
"77RIR9Iv-99oI","01e4fH6T-qmRt",ZD1joFFk-BlTX,25,70000,Rent,6.0,Personal,B,15000,11.89,0,0.21,N,2
Rb8rEG8L-xyuB,vW426mon-LqX0,gNAdjrzH-Nhnc,23,53950,Mortgage,8.0,Education,E,15000,16.63,1,0.28,Y,2
qjN0cc6k-uv9Z,KNvaaqhs-hdY0,bEaBridz-Oo6B,22,48000,Rent,6.0,Venture,B,15000,9.63,1,0.31,N,4
EK4maacG-eHs7,UX9NEenc-Uakn,nZUzIeHJ-tcQ1,23,73000,Other,1.0,Personal,F,25000,17.9,1,0.34,N,2
fcypTnJ1-t7Uq,"6bsRcd0c-0Jbq",oggz77MR-JSWK,22,49920,Mortgage,1.0,Education,C,10000,12.53,0,0.2,N,3
F2UfloeA-IpdA,mB0jitY0-NCLz,w9BksL6O-kMAA,26,85000,Mortgage,10.0,Homeimprovement,C,4800,11.59,0,0.06,Y,2
"8ptRIOQh-QvWg",CSj0smca-6U1W,GsOMNdCP-tQIg,23,138000,Rent,1.0,Education,D,5000,14.91,1,0.04,N,2
vkjYvuyo-B4Js,jrdc2iu4-KKIj,"8SZceeIb-3Ill",29,120000,Rent,1.0,Medical,C,17500,12.87,0,0.15,N,5
aoNRdmUh-ajY6,EAuhSNHI-rOY4,"2rFUfhbK-QvYF",24,50000,Mortgage,2.0,Education,D,25000,15.58,0,0.5,Y,3
xq5yBcfS-NNCT,qrKxps50-mzfc,"9Z82NACr-7MMq",24,95000,Mortgage,4.79,Medical,C,5750,11.02,0,0.06,Y,4
vglEfNpz-h2Ap,Cj0bqfSz-HdXs,"4IYaMRDq-Kj0T",30,51000,Rent,14.0,Personal,B,4800,12.69,0,0.09,N,10
Gcs9YicC-rkBI,vJclRKpv-znpT,"3ngas5zn-8DhC",26,65450,Mortgage,3.0,Medical,B,10800,12.21,1,0.14,N,3
HOWEJP2G-FMAD,uKK3ZPxG-zfCA,rmMw0JwK-nfEa,22,59317,Rent,5.0,Venture,B,5000,11.48,0,0.08,N,4
hALOfAgt-1mnd,g0qpnmeR-dp3a,A9MxtZ3y-jvdy,28,54400,Rent,1.0,Medical,D,8000,15.65,1,0.13,N,10
hOKFcEv1-5SN4,"74gHSWUw-u8ZC","8otXxy4G-0dbZ",24,60000,Mortgage,6.0,Debtconsolidation,A,10000,8.9,0,0.17,N,2
"3PRtZHqj-7mW7",z12gs3dt-zoRg,aUdBByLx-DjDX,33,63600,Mortgage,4.79,Debtconsolidation,C,8500,13.23,0,0.13,N,8
K1qM6Mke-gSvs,"5d5i2v1B-eOzC","8ZfPgI97-Cx2m",25,113000,Mortgage,8.0,Venture,B,21000,11.49,0,0.19,N,4
bPwMgPyx-4esw,J6pWACG6-FUgB,CvexgdYn-UE3c,24,70000,Mortgage,8.0,Venture,A,10000,7.74,0,0.14,N,3
UrIfwapa-ZE5g,HtBnrP2l-TKFB,Y6XuhDsW-Pz2G,26,92000,Mortgage,0.0,Debtconsolidation,B,5600,11.46,0,0.06,N,3
"0kIbRqUt-BcHN",fkwY2Tp6-jZZD,DcvEGT0H-Grbd,23,110000,Rent,0.0,Personal,B,22000,11.02,0,0.2,N,3
LXbfEP05-9or4,PNuk566a-6R0g,"19UC4maN-9frD",33,38400,Mortgage,0.0,Venture,B,10000,9.91,0,0.26,N,7
bzuks5w3-eqFj,"09L7Q9fe-B366",s3SwO6z1-tLYY,29,192000,Mortgage,6.0,Venture,C,15000,14.27,0,0.08,Y,6
edctw1xS-0eAR,g2eo4QqQ-kDGJ,pi269Xfv-mHU7,22,65000,Mortgage,6.0,Medical,B,3800,11.12,0,0.06,N,4
"9ksPki8A-CNzU",Fnwb03LA-fL5B,"6XC9Yd8s-vE6k",24,38400,Rent,8.0,Medical,A,4200,6.76,0,0.11,N,4
ycvEBExg-N9RM,"91OrZ7en-WWFw",EDGuH0nr-0w0C,26,165000,Rent,10.0,Personal,B,10300,9.91,0,0.06,N,3
wu451DYE-4oRo,YHvNG4Ha-XnSF,wNPiT836-sd80,23,34000,Rent,5.0,Medical,E,9000,17.06,1,0.26,Y,4
EdxQFxSR-JLDl,n4alasuT-fSEw,xwEFId5T-pYWU,22,66000,Rent,6.0,Homeimprovement,C,8000,14.65,1,0.12,Y,4
hLz4gmnl-h8yn,AbB1owte-b5q5,Y9S165a6-FKhn,22,60000,Mortgage,5.0,Venture,B,20000,12.21,0,0.33,N,3
rz6x3NMC-DFqc,LcyTyBEe-KFfM,teT6wj9i-Lfgc,23,48756,Rent,5.0,Medical,B,4800,11.36,0,0.1,N,4
TQj0BM7s-nSpd,H9PGCoaO-oqxe,UPQni2Zc-GAtt,24,55000,Mortgage,8.0,Medical,A,1800,7.49,0,0.03,N,3
ASXJBvLq-rQb4,D6k0Zn7a-X56q,"0gg3b9vy-ftwT",25,42000,Rent,2.0,Education,C,20000,13.47,1,0.48,N,4
f2lOLGXc-T1vj,u43QC3AX-khCW,MddM4rDl-P3Ds,41,23400,Rent,2.0,Venture,B,5375,11.02,0,0.23,N,16
KKvRBNtY-MRWb,YFPRn40U-uXkw,blrsTE9f-PLag,22,23000,Mortgage,4.0,Education,D,7000,14.96,0,0.3,Y,3
S0kk8kQI-bgzl,"3ronUKHl-CXWX",Bj45r6ZM-pDP8,23,49029,Rent,1.0,Medical,A,9000,11.02,1,0.18,N,2
Tg9dqFS1-54Ia,oPQ7svkt-pExx,mB1alSvv-Uu2m,25,42000,Mortgage,5.0,Debtconsolidation,A,7000,8.59,0,0.17,N,3
gvzWIMUy-6pS4,wl4EnNNn-TFBy,cXmbRKUt-QrLC,33,20244,Rent,0.0,Debtconsolidation,B,7000,9.45,1,0.35,N,8
JDS99pn0-dwIn,ORxEuWr8-t48S,uGHfj1x5-Xl1F,27,92000,Mortgage,11.0,Education,B,18000,11.48,0,0.2,N,7
"2vGZykd0-cKzE","44f0AR9c-15NS",QrX7EWcI-2TjF,22,50364,Mortgage,6.0,Education,A,6000,6.03,0,0.12,N,3
ifGz2bbI-9v5f,uOgw4ooj-cyvg,vXMMZcRt-A3o5,24,21000,Rent,0.0,Debtconsolidation,A,5000,8.63,0,0.24,N,2
WBcSQxT8-7Cy8,QrTNzE2q-LoCs,veTMp58A-BOdT,26,70000,Mortgage,0.0,Debtconsolidation,A,8000,11.02,0,0.11,N,2
vpPk1c8B-ArgZ,UCnGSXqo-EvTF,"1ABC18bH-R9B9",27,53000,Rent,7.0,Education,B,9590,15.58,0,0.1,N,5
F3kyQxIi-ef5e,b3clpysb-fl3j,iUwA2osk-qf3q,32,54000,Mortgage,3.0,Debtconsolidation,A,12000,7.66,0,0.22,N,6
chBJEv8z-9fsa,"98903EO5-JDfC","4YRiWkGP-NO9W",26,41004,"",2.0,Medical,B,9590,12.42,0,0.24,N,4
OM8n8Sls-Gwnk,jjOoEP02-mCBW,jNWX37ou-Qa6z,23,170000,Rent,7.0,Personal,B,12000,11.11,0,0.07,N,2
w0vtaZ0N-M9BM,"2nIHWaHU-GLTG",CeJY6joH-rwfN,22,78000,Mortgage,6.0,Education,B,18000,10.99,0,0.23,N,3
"3ZwIQgh5-3Kkq",IlpTd7Ub-Al0a,SiHWSCrU-rg59,22,70000,Mortgage,6.0,Medical,B,11000,11.36,0,0.16,N,3
rsrErz3j-5W5Z,A3ZUEe46-JCra,piN59fwf-usBc,30,91644,Mortgage,14.0,Venture,C,5000,11.03,0,0.05,Y,7
s8ciwr9F-8SJ3,tCDzRWJa-hiSu,ZMnK8Ja3-mXLH,37,50000,Rent,1.0,Venture,B,3000,11.58,0,0.06,N,14
a1Lei89z-eWJd,cF8PZySb-vqIA,eP5YxtKO-upwo,35,100000,Mortgage,19.0,Medical,B,9000,10.99,0,0.09,N,8
CQoRcA0D-WKIC,frmXQWdF-D784,AQchW1UA-c1IE,29,45000,Own,13.0,Personal,A,10000,7.88,0,0.22,N,10
kpvXv49T-7SoP,GkRBi0v2-J280,b4m3F6pE-Damm,24,85000,Own,8.0,"",A,9590,14.65,0,0.05,N,10
sG9njHJB-RdAg,JDrvwGt0-tk80,"9Jpv1rrB-X7Pd",33,36500,Mortgage,17.0,Homeimprovement,A,3200,7.37,0,0.09,N,6
PwvuiBmj-F2ac,JuPb0uXC-3Ywe,S40fnTBS-uFtR,30,30000,Rent,7.0,Debtconsolidation,B,7200,10.36,0,0.24,N,6
"1vm72njS-oUHj",N00b2nK3-sE2w,bajDCyZ0-xPN0,23,66300,Mortgage,2.0,Medical,D,15000,14.83,1,0.19,N,4
LR6Qr3uu-l1tm,tdTY2bnf-UNm8,"8NbkjdnU-xwUk",26,62004,Rent,5.0,Medical,A,19000,7.49,1,0.31,N,2
Xyam4CIA-CrFe,yAea7svq-svfI,ce3b1ll4-doiD,27,38000,Own,11.0,Homeimprovement,A,4000,7.68,0,0.11,N,9
kJ4RDhrO-OIo9,p6rGo0aq-yIur,Lo1z2KRJ-O6bg,25,95000,Rent,4.0,Education,A,24000,8.9,0,0.25,N,2
"741GDBxW-dzFB","2P34Zruo-7GHa","24p0tWsD-HgBU",31,121000,Mortgage,15.0,Debtconsolidation,C,25000,12.73,0,0.21,Y,9
"0P0alTTC-8J4N",ATA8Rdy3-6Bj4,z8xnJtZH-116n,25,65000,Mortgage,0.0,Venture,A,12000,7.9,0,0.18,N,4
nBbPorzs-uvQC,wKezcMzl-aDcC,G1KGj9Xo-nbxD,47,65000,Rent,1.0,Medical,C,3100,13.49,0,0.05,N,16
"8BS0bvU0-vcyw",M92w9v4i-NZ9Y,IKs64n4y-v1tF,22,45000,Rent,4.0,Education,B,10000,10.65,0,0.22,N,3
pxqg7c8p-DldM,kEbYMmBs-hKcu,"4Rj6DDCI-uQL8",23,48000,Rent,7.0,Personal,C,7200,14.27,0,0.15,Y,3
B1x9OL4z-2lQi,"8RivQUPg-G8Jc","1U5rLH3k-Es90",26,33660,Mortgage,0.0,Debtconsolidation,A,4500,5.99,1,0.13,N,2
A7W80RZi-lTMb,UnFxFiWF-Dh62,gPqaUs55-8o1P,37,88000,Mortgage,2.0,Venture,C,1000,13.48,0,0.01,Y,11
kJMUJUey-3i2A,RLMxDC8u-P3NA,T0Gus7EH-xiC8,35,39000,Rent,2.0,Medical,B,10000,10.25,0,0.26,N,5
GvgE3sGD-gcD2,iighduTq-Bnld,bFu1zviv-mu1c,32,54000,Mortgage,9.0,Venture,C,13000,12.53,0,0.24,Y,10
ssaahv6U-XCIF,"9Y9TkMcj-tCS5",ACDETIM6-g80H,26,80000,Mortgage,0.0,Venture,A,6300,5.79,0,0.08,N,4
CpTpLAx5-ZLlU,"4b5bGQNM-9lIY",F7IC2mFH-giqG,23,68000,Mortgage,3.0,Venture,B,9750,10.37,0,0.14,N,3
rEFAJIBz-DrsP,"9Qex3vRt-BlQQ",DZc8hWwm-AUt5,36,150000,Mortgage,5.0,Education,A,7000,7.29,0,0.05,N,15
xZlCcMbD-aYMv,EcSSeghH-0c3y,PxqrZeXE-KXwo,24,50000,Rent,2.0,Homeimprovement,B,7500,10.01,0,0.15,N,3
IvjNE9cp-TnFA,E0OkPBjo-Oxo0,xkrj5OOp-Fn0N,34,160000,Mortgage,14.0,Homeimprovement,C,25000,13.49,0,0.16,Y,5
YJZQsFUq-iKyg,fnmXnkxm-5nKn,DUJ3ephq-RyDM,24,45600,Rent,0.0,Venture,C,14500,11.02,1,0.32,N,3
yGSti5ya-UDt6,dr7v2SRd-eOYB,YTPpLxv1-hx1v,24,48200,Rent,3.0,Medical,B,5000,10.38,0,0.1,N,2
KEK0kHly-JAY9,"6JWXW1OO-K8MW","1kSPnCf6-pF2n",22,96000,Mortgage,2.0,Education,A,12000,11.02,0,0.13,N,3
cYA0HAA6-7ICW,"2SBHkKr5-A8Q5",Nw2h3eLA-xOHm,23,74000,Mortgage,0.0,Debtconsolidation,B,17500,11.02,0,0.24,N,2
fg9Ryz0t-Fk9O,w6IpssUv-xlOy,"75IQEY5U-vH5R",23,56400,Mortgage,4.79,Education,B,4000,11.49,0,0.07,N,4
DTklhl6r-7AjH,SLPz9Xey-Xrpu,tZ08Bual-1mHC,22,38004,Rent,0.0,Medical,B,4100,11.49,0,0.11,N,4
qin5jeSu-u7lZ,eXqMR5sc-OpY5,"3WlN5KuH-N0SP",22,50400,Mortgage,0.0,Venture,A,12000,7.9,0,0.24,N,3
ve0h7v5H-t7iE,EXXYECqB-K2RK,c1IzscEM-Ss2I,29,85155,Rent,13.0,Homeimprovement,D,20000,14.61,0,0.23,N,6
QYJYRLAg-PDAf,gNJI5FxX-G8ym,jO1NrAo7-XgHe,27,37000,Rent,3.0,Education,C,8000,13.49,0,0.22,Y,10
zFT9PceS-B23z,"24eJkRvc-1cAs",JjR8cw6i-O9Mi,49,115000,Rent,16.0,Personal,B,10000,10.37,0,0.09,N,17
SZUEXWH8-N5yi,rfA0UIaQ-PaFq,xez1BJwp-uJPr,24,72000,Rent,4.0,Homeimprovement,D,20000,14.74,0,0.28,Y,3
t6tnQJES-0kLW,"48589fGO-5TvS",FmDHvGsx-R6z6,36,60000,Mortgage,2.0,Education,C,8000,13.92,0,0.13,N,15
uXLRREF9-D0Fk,aYKszjef-rrNw,g0B0jnQB-lOnx,35,85000,Mortgage,0.0,Debtconsolidation,B,20000,12.21,0,0.24,N,9
"94EvpTMw-mwxq",d6fPxy5B-6wwD,k5FfpUhn-T5UY,27,28968,Rent,1.0,Personal,C,5000,13.16,0,0.17,Y,5
mqvz5NAz-16xD,R1pz6AEo-1GHk,ITCtZ8Xe-a5ai,23,24000,Own,5.0,Venture,A,12000,11.02,0,0.5,N,4
yOqAJmK5-OdgH,ZGIMoBKW-cTjY,NpAqzGt3-Pnmk,27,21600,Own,1.0,Personal,A,4200,7.49,0,0.19,N,6
XXpQUdcQ-TD5B,uny8IJco-g6uG,R5KNdc0S-1Wid,30,35004,Rent,0.0,Medical,A,7500,8.63,0,0.21,N,5
bvatnGao-rORJ,"3JaPn0EX-gQt8",KHNASp1H-D9F6,41,70800,Rent,25.0,Venture,B,10000,11.36,0,0.14,N,12
"8tunOOQ0-NyQ0",F9EUCw8z-EQjH,AHJp36wJ-iLxt,35,44908,Rent,6.0,Education,A,5000,6.92,0,0.11,N,7
LyyWGXlx-ZxQ5,oY7XlooI-9RIx,"8MQSjPxr-Ec1o",35,61000,Mortgage,0.0,Debtconsolidation,A,6000,6.54,0,0.1,N,7
Zek6tjLW-Z5sB,tDhIyG5T-5QNf,"8zkowjh9-gvTu",27,78000,Own,2.0,Personal,A,15000,8.94,0,0.19,N,7
"7RQIMddk-6OjE",YOiJqqIz-40e6,s9mxY889-qAGi,23,58000,Other,0.0,Venture,B,9200,11.02,,0.22,N,2
"3uYgaoPJ-Yboe",YkFg1Yda-bAKv,"0WFhfJpT-XqrI",27,72000,Rent,4.0,Homeimprovement,C,20000,13.22,1,0.28,N,9
oqqfZ432-dh4h,fxg2oPYj-NEqe,o57B05DG-m0Az,30,56952,Rent,3.0,Medical,B,25000,11.36,1,0.44,N,9
"2QLhYBpo-7p5f","49ejfz92-9pUc",WUUji0z1-aWoJ,22,78700,Rent,6.0,Venture,C,14000,13.48,0,0.18,Y,3
FYI2Ftww-wL6N,"0CfOFo85-SQJd",ZJ02TpfE-FqxD,23,90000,Rent,2.0,Medical,B,20000,11.49,0,0.22,N,4
OsnlX2NC-5N3o,tSwg10tq-etF5,vskaP8HB-zrxf,30,96000,Mortgage,8.0,Education,C,18000,13.49,0,0.19,N,7
bssK04IW-FaJI,lM4aWoIa-Rk4k,B4Ld0JU6-3Uix,25,77000,Rent,2.0,Debtconsolidation,A,3500,7.9,0,0.05,N,4
HzmvK46U-NKal,ZN4mv9m7-xhZw,a1zftG9S-xFKF,22,26004,Mortgage,4.0,Education,A,5000,7.49,0,0.19,N,2
pwnyIFOI-24G4,MmI2jDwk-ZjBv,"9sjozDg2-PFjz",43,50000,Mortgage,12.0,Homeimprovement,B,5000,10.0,0,0.1,N,16
vEDe1BHy-PIHP,a6nC4iMm-u25i,Em6cTKBb-msRa,35,100000,Mortgage,13.0,Education,F,12000,15.76,0,0.12,N,6
"2AuI7JjL-5KLJ",thdAfvhq-3uOK,"5Fqtn0pS-NQHX",27,160000,Mortgage,12.0,Medical,C,1500,11.78,0,0.01,Y,6
"82iT83RK-pkwN",khzI56yP-nCHY,IOy6sgPv-rh96,26,32496,Mortgage,8.0,Debtconsolidation,D,4200,16.02,1,0.13,N,3
"5yxjSTTF-F17c",KNEhzUca-zwez,fydYNbjG-pc5B,28,66024,Mortgage,3.0,Homeimprovement,D,13700,6.03,0,0.27,N,3
GcihZy6r-qwzq,MqcBqUwp-BCAd,"45hFb4QT-AjpT",29,86000,Mortgage,9.0,Debtconsolidation,A,8400,11.02,0,0.1,N,10
"12YCMuEZ-3h0O",dlfQofEt-XA0A,I8dW6oKB-S61L,25,85000,Rent,2.0,Venture,A,15000,7.9,0,0.18,N,4
x81eCvaD-71Qy,vNqvcU2y-ORQI,rTYmkYsn-xqXX,28,100000,Rent,10.0,Homeimprovement,C,14400,13.85,0,0.14,N,9
E5urWGQ9-NXwu,zgjJ77Cf-5of6,tR9A3vQr-mjgi,33,80000,Mortgage,1.0,Homeimprovement,A,6000,7.88,0,0.07,N,10
SvlIpwy8-Uczr,"3zmOOMRx-wiZF",Iw1vkv4J-p1ZZ,22,30000,Rent,0.0,Personal,A,8000,9.32,0,0.27,N,4
FOwk2mLB-JFkO,kYOSC3YJ-eKvD,gsm4zNX1-W8BJ,22,54000,Rent,6.0,Personal,C,6000,12.98,0,0.11,N,3
khHC3UKF-dKne,aNwQ4ZoF-N1RE,PWBndQEa-zBdh,21,19000,Own,0.0,Medical,D,7200,14.74,1,0.38,Y,4
sIbec7ZY-eoa4,"6gehvI5J-hj6N",KevIu7Ln-BgRP,38,26400,Own,4.79,Homeimprovement,C,4750,12.73,0,0.18,Y,14
hR7A7tyl-iPiu,Pn7adJQ8-7eut,GzxCbG1o-Sy6y,28,12000,Own,4.79,Education,B,3000,9.62,1,0.25,N,5
g0YP1rON-3CZP,LDbgbfQU-Cx3F,g6Z6SHuQ-kUUt,28,35000,Rent,2.0,Medical,C,4800,13.49,0,0.14,N,5
IRtpwqsM-lu0d,ZU3OrMBR-pQKW,JzzETggK-RFJd,34,42000,Rent,17.0,Venture,B,5000,11.02,0,0.12,N,5
Ft706GJD-4ez7,Y2udnkzy-48b5,TgJXNtI4-HRek,31,96713,Mortgage,3.0,Debtconsolidation,A,7000,8.0,0,0.07,N,6
iNdoWHYo-ZFDf,NiM2jmq0-tpH4,CxX24FnB-IivX,42,47000,Rent,2.0,Medical,B,25000,12.18,1,0.53,N,15
"9cJ7f3A0-5lH7",begW5yf1-JL7b,wp1e48fy-uXUU,22,60000,Rent,0.0,Education,B,15000,11.71,0,0.25,N,3
yMqn12kg-bCaJ,"3X0RurEq-78Yy",LhMeo4ZK-l8L4,24,42856,Rent,8.0,Debtconsolidation,A,16000,8.9,1,0.37,N,3
c2UzEMa2-Qm8d,CoYDBpPE-ALjN,CFnAhz56-3mIa,24,76000,Mortgage,9.0,Debtconsolidation,D,7000,12.92,1,0.09,N,3
wepx7kgg-og4C,eexy8Gbg-Mr5v,ARpfJcFm-Licj,25,54000,Mortgage,5.0,Debtconsolidation,B,5100,9.62,0,0.09,N,4
YKYSZXcC-BMuB,wxM4uzEe-7KN7,EGFCCjjD-WnXJ,27,100000,Mortgage,2.0,Medical,A,16000,6.54,0,0.16,N,5
D2Rkva5m-kEKv,ytfXsWcc-ZKXz,mAHHb170-A0wz,27,41000,Rent,2.0,Debtconsolidation,C,2000,15.27,0,0.05,Y,7
AJnUWgLk-aQys,UAU6OBfl-s9r4,sYnFDxaD-mBN8,24,45000,Rent,1.0,Education,A,10000,6.54,0,0.22,N,3
DdbjkPyl-m6Jh,N3s0lxHF-T33r,"7Bad8ssC-GD13",25,29004,Rent,5.0,Personal,C,12000,12.84,1,0.41,Y,4
"33wDEGbA-BHaU",xjxUL2KT-Zsqf,gY8y9W60-jO9d,24,85000,Mortgage,2.0,Medical,B,7000,12.69,0,0.08,N,4
sXKp7Ph8-09qp,m8RDF8Ac-NbOI,e0Uz2uBC-OgMc,23,84000,Mortgage,7.0,Venture,B,25000,12.53,0,0.3,N,2
T25vzOCP-lzHX,DtivdrXy-Ir9e,kS43ZciY-5tHl,25,67200,Rent,3.0,Homeimprovement,C,12000,13.49,0,0.18,Y,4
"6b2w9ujK-f93t",ITuk3QGM-22Ye,ziZMe43g-D9J9,23,44000,Rent,7.0,Medical,C,9800,13.11,1,0.22,N,2
OBWdGPIL-ZKhA,"0CWmUbGQ-B5xs","83mG3LZg-kBh3",25,59000,Rent,0.0,Medical,D,5000,15.62,1,0.08,Y,3
jHYAppM2-EStn,KKq836nn-xxa6,RAMFWbv0-WzsY,25,74500,Rent,3.0,Medical,B,6000,9.99,0,0.08,N,4
ERi1KX94-dmSF,TS8UQoo5-Nsc8,NxG40BBQ-eG35,26,62200,Mortgage,0.0,Personal,E,18000,16.63,0,0.29,N,3
CpeyXfri-9dLr,eOp6brNW-6brH,I7BO4jyw-ueRQ,21,40000,Rent,5.0,Education,B,1500,12.18,0,0.04,N,4
EmODM5ih-6fTB,qXh0KQ1b-sq8O,"5FOyIRyW-rAy5",34,135000,Mortgage,7.0,Education,C,15000,13.47,0,0.11,Y,7
Q22mXKXG-raDi,iCTOLB7R-tl48,B5akzadr-PLNO,29,45516,Mortgage,13.0,Debtconsolidation,C,6000,13.49,0,0.13,N,8
nTfKLEum-3QSn,EhO469xD-sbRY,EzSMa47N-bxsx,23,60000,Mortgage,7.0,Education,A,10500,11.02,0,0.17,N,4
QG0WgGWr-ht9r,g1yNCYeU-q6xu,zAkuGx2Q-SUZx,31,68400,Mortgage,3.0,Education,B,15000,11.71,0,0.22,N,5
"9O1pxBxI-zw6o",x5ClzSq9-xct6,IFULbDK8-p2t3,27,69000,Rent,0.0,Personal,D,9000,16.77,1,0.13,Y,6
"9YAY3NhC-9p84",ZK0D2e06-Rnvd,fLgxnSGQ-3I7Z,22,48000,Mortgage,6.0,Medical,B,3800,11.02,0,0.08,N,2
tEKC76id-k9NQ,jU7llGc7-EzgF,sFeWzZU3-3Lpa,26,100000,Mortgage,5.0,Debtconsolidation,B,24000,10.99,0,0.24,N,4
XyBRnMpW-dduL,SqgoelkJ-6ot7,X6pFR0yN-oqWw,28,42000,Rent,7.0,Medical,A,2250,6.99,1,0.05,N,8
"5dDwAnUx-jEXx",yimpWrTR-GwPA,nUj8TlRP-IjgX,25,54300,Mortgage,4.79,Personal,A,8000,6.92,0,0.15,N,4
ddOwJFGT-7pd0,"7gwB2GG5-SgcZ",PTQBIY1l-Neb5,22,24000,Rent,0.0,Education,B,4500,11.49,0,0.19,N,2
aAjO6qW2-DJCj,"3ROfLinD-Lqyf",b91GTPfR-Iw9v,25,49700,"",2.0,"",B,6000,12.84,1,0.19,N,9
TT0bGJAE-XDCJ,"7fuOjp3M-X8ui",HMUufWrb-fj9t,33,90000,Mortgage,0.0,Homeimprovement,B,8000,12.53,0,0.09,N,7
mF9i7UIx-Yihk,wwXRseXW-XMpi,S5EN47u9-xgGL,29,60000,Mortgage,3.0,Personal,A,7200,7.88,0,0.12,N,7
idJGorH8-pOCj,Qp47PuY6-jfOM,fa5fEHxT-JIPg,24,74000,Rent,7.0,Education,D,8000,15.62,0,0.11,Y,2
"2YbxH3jQ-simk",Wcsvj4l2-rpwN,iDMvnFJD-B1oi,35,50000,Mortgage,0.0,Education,C,5600,12.53,0,0.11,Y,7
cdR83xEj-fuew,RcagAb0z-HI6r,L2i28jI5-sF3d,23,63600,Mortgage,4.79,Debtconsolidation,B,20000,10.99,1,0.31,N,3
"9er6jenm-yK30",ITgzi8YU-YRys,W4LWX9ld-XmKG,28,69000,Rent,1.0,Venture,D,12000,14.46,1,0.17,N,9
hidzs2MU-uMer,vTmLtUlk-jPWc,"4tu4UaT3-cRT3",29,20000,Own,0.0,Venture,A,3000,8.0,0,0.15,N,5
rZTgakws-cJAO,bMiEbIRW-9EcE,N5Qls6LM-x1n6,25,32000,Rent,9.0,Venture,C,5000,14.27,1,0.16,Y,4
eenFRS5k-rwfY,"3Mb389gX-K7Cq",dxtYoYh7-iK7m,24,110000,Mortgage,8.0,Medical,A,10800,6.99,0,0.1,N,4
"8Jtmeleo-gsKw",HFxYFvUr-jF7L,"34e2jFyU-cnIv",24,91800,Rent,5.0,Medical,D,25000,15.33,1,0.23,Y,2
vRAm9syE-F7JF,bdiMx9Eu-SHYi,CZ1C5sj8-d7lf,27,65600,Rent,3.0,Education,D,6000,15.62,0,0.09,Y,9
GFhDfRAL-JN4C,"3CnbGWmh-uAM7",vrtuGl0D-0oXU,30,148000,Rent,8.0,Personal,D,10000,13.55,0,0.07,N,9
YUBW1l1Z-CJlc,tCU0Nzur-aMzy,t1OeeRmK-C0cN,22,88200,Mortgage,6.0,Debtconsolidation,A,21000,6.17,0,0.24,N,2
"9TPUifLT-m2cf",LkLNvFE2-SNTD,R5P0PUvo-4fLc,23,54000,Rent,7.0,Education,B,1500,9.62,0,0.03,N,4
dqdFe4DS-3UIK,"3bemOoGx-YCeb",DIKtzIJm-2koo,37,50000,Mortgage,6.0,Medical,B,16000,11.02,0,0.32,N,12
GrOQmrwn-PyTd,kWn8PvS8-37Qn,"3cqHBT3c-lRAm",26,232500,Mortgage,0.0,Medical,C,25000,14.17,0,0.11,Y,2
YyYhiIPM-D8Az,ZnNyJ5gW-Qsot,mUh0fppd-CfWF,24,99000,Mortgage,8.0,Debtconsolidation,A,12000,6.03,0,0.12,N,4
SspcFlYE-1G7Z,ZidUELti-26nP,bjYhxvr8-cSeE,25,50000,Mortgage,9.0,Debtconsolidation,A,18000,7.88,0,0.36,N,2
XcGo1Ykn-243c,Fohd8qcE-ahpQ,xmAietGA-Jthc,24,18000,Mortgage,3.0,Venture,C,1200,11.34,0,0.07,Y,4
zY4hQzCF-ulew,"5SvUCMpq-CH4E",B3FiMznj-CCJJ,36,48686,Rent,21.0,Venture,D,12000,13.99,0,0.25,N,11
O1dRiEyu-ycRp,vnHFnxfD-WxIi,xyQndYFh-Ov3L,25,39996,Rent,3.0,Medical,A,5000,6.92,0,0.13,N,3
XF4WS3a6-vE9v,cmyxd9gd-ZGNY,Qqm3wQht-wMLs,23,44400,Rent,0.0,Education,B,1500,11.63,0,0.03,N,2
FTEEc3Bv-ufJU,skc1ZQhW-v3aX,AGxbrHU4-hajo,24,63000,Mortgage,8.0,Personal,F,20000,19.13,0,0.32,Y,3
OqqpjWly-vcmN,zBEL4YnB-kdbM,yGdEN8rA-04Dq,26,72000,Mortgage,1.0,Homeimprovement,D,10500,15.28,0,0.15,Y,2
OjbcB8Wz-pFee,YLlFoErn-e0gH,DKvNw3jX-Tu1Z,27,55000,Rent,0.0,Venture,B,16000,11.12,0,0.29,N,9
